NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),Is the format proprietary?,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification?,Has the specification been approved and published by an internationally recognized standards body?,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available?,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect significant properties?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files?,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption?,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking?,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score,Risk/Sustainability Factor Status,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,-13.00,High Risk,NF00737,Microsoft Type Library,tlb,Software and Code,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,-1,0,0,-1,1,1,0,0,-1,1,0,0,0,0,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,2,2,2,0,0,6,1990,-4,1994,-4,-8,-13.00,High Risk,0.000,-5,5,-13
,,19.00,Moderate Risk,NF00503,Microsoft Visio Drawing 2000,vsd,Digital Design and Vector Graphics,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1999,-4,2002,-4,-8,19.00,Moderate Risk,0.000,-5,3,17
,,19.00,Moderate Risk,NF00504,Microsoft Visio Drawing 2002,vsd,Digital Design and Vector Graphics,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2002,-4,2003,-4,-8,19.00,Moderate Risk,0.000,-5,3,17
,,21.00,Moderate Risk,NF00505,Microsoft Visio Drawing 2003-2010,vsd,Digital Design and Vector Graphics,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2003,-4,2010,-2,-6,21.00,Moderate Risk,0.000,-5,3,19
,,25.00,Low Risk,NF00300,Microsoft Visio Drawing 2013,vsdx,Digital Design and Vector Graphics,-1,-1,2,0,0,0,0,2,2,2,-1,5,-1,0,0,-1,1,1,1,1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,2013,-2,2018,0,-2,25.00,Low Risk,0.000,-5,3,23
,,19.00,Moderate Risk,NF00506,Microsoft Visio Drawing 5.0,vsd,Digital Design and Vector Graphics,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1997,-4,1999,-4,-8,19.00,Moderate Risk,0.000,-5,3,17
,,21.00,Moderate Risk,NF00299,Microsoft Visio Drawing unspecified version,vsd,Digital Design and Vector Graphics,-1,-1,2,0,0,0,2,2,2,2,-1,7,-1,0,0,-1,1,1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,0,0,0,0,0,2,2,2,0,0,6,1992,-4,2016,-2,-6,21.00,Moderate Risk,0.001,-5,3,19
,,-8.00,Moderate Risk,NF00707,Microsoft Visio Stencils,vss,Digital Design and Vector Graphics,-1,-1,-1,-2,0,-5,2,2,2,-1,-1,4,-1,0,0,-1,1,0,1,0,-1,1,1,0,0,1,2,2,4,-2,0,1,-2,-3,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,2003,-4,-8,-8.00,Moderate Risk,0.001,-5,5,-8
,,3.00,Moderate Risk,NF00586,Microsoft Visual FoxPro database container,dbc|dct|dcx,Databases,-1,-1,0,0,0,-2,0,2,-1,2,-1,2,-1,1,0,1,1,1,0,3,1,1,1,0,0,3,2,2,4,-2,1,1,1,1,0,0,0,0,0,-1,2,0,-1,0,0,1995,-4,2007,-4,-8,3.00,Moderate Risk,0.000,-5,-3,-5
,,24.00,Low Risk,NF00387,Microsoft Windows PowerShell Data File,psd1,Software and Code,-1,2,2,-2,2,3,0,2,2,2,-1,5,1,1,0,-1,1,1,1,4,-1,1,-1,0,0,-1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,2,2,10,2006,-4,2018,0,-4,24.00,Low Risk,0.001,-5,5,24
,,-6.00,Moderate Risk,NF00698,Microsoft WinHelp,hlp,Software and Code,-1,-1,-1,-2,0,-5,2,2,2,-1,-1,4,-1,0,0,-1,1,0,0,-1,0,1,1,0,0,2,2,2,4,-2,1,-2,-2,-5,0,0,0,-1,-1,0,2,0,0,0,2,1990,-4,2013,-2,-6,-6.00,Moderate Risk,0.002,-5,5,-6
,,-10.00,Moderate Risk,NF00706,Microsoft Word Auto-save Document Format,asd,Textual and Word Processing,-1,-1,-1,-2,0,-5,0,0,2,-1,-1,0,-1,0,0,-1,1,0,1,0,1,1,1,0,0,3,2,2,4,-2,0,1,-2,-3,0,0,0,-1,-1,0,0,0,0,0,0,1995,-4,1997,-4,-8,-10.00,Moderate Risk,0.001,-5,3,-12
,,7.00,Moderate Risk,NF00304,"Microsoft Word Backup File, version 97-onwards",wbk,Textual and Word Processing,-1,-1,0,0,0,-2,0,2,2,2,2,8,-1,0,0,-1,1,1,0,0,1,0,1,-1,0,1,2,2,4,1,1,1,1,4,0,0,0,0,0,-1,2,0,0,-1,0,1997,-4,,-4,-8,7.00,Moderate Risk,0.001,-5,3,5
,,5.00,Moderate Risk,NF00305,Microsoft Word for Macintosh 5.0,doc,Textual and Word Processing,-1,2,2,0,0,3,0,2,0,2,-1,3,1,1,0,1,-1,1,-1,2,1,1,1,0,0,3,2,2,4,-2,-2,-2,1,-5,-1,1,0,-1,-1,-1,2,0,0,-1,0,1992,-4,2018,0,-4,5.00,Moderate Risk,0.000,-5,3,3
,,5.00,Moderate Risk,NF00587,Microsoft Word for Macintosh 5.1,doc,Textual and Word Processing,-1,2,2,0,0,3,0,2,0,2,-1,3,1,1,0,1,-1,1,-1,2,1,1,1,0,0,3,2,2,4,-2,-2,-2,1,-5,-1,1,0,-1,-1,-1,2,0,0,-1,0,1993,-4,2018,0,-4,5.00,Moderate Risk,0.000,-5,3,3
,,6.00,Moderate Risk,NF00306,Microsoft Word for Macintosh 6.0,doc,Textual and Word Processing,-1,2,-1,-2,-1,-3,0,0,2,2,0,4,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,1993,-4,2015,-2,-6,6.00,Moderate Risk,0.001,-5,3,4
,,9.00,Moderate Risk,NF00307,Microsoft Word for Macintosh v.X,doc,Textual and Word Processing,-1,2,0,-2,-1,-2,0,2,2,2,0,6,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,2001,-4,2008,-2,-6,9.00,Moderate Risk,0.001,-5,3,7
,,9.00,Moderate Risk,NF00309,Microsoft Word for MS-DOS 1-4,doc,Textual and Word Processing,-1,2,2,-2,-1,0,0,2,2,2,0,6,1,1,0,0,1,1,0,4,1,1,1,0,0,3,2,2,4,-2,0,1,1,0,-1,1,1,-1,0,-1,2,0,0,-1,0,1987,-4,1989,-4,-8,9.00,Moderate Risk,0.000,-5,3,7
,,11.00,Moderate Risk,NF00591,Microsoft Word for MS-DOS 5,doc,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1989,-4,1993,-4,-8,11.00,Moderate Risk,0.000,-5,3,9
,,11.00,Moderate Risk,NF00592,Microsoft Word for MS-DOS 5.5,doc,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1991,-4,1993,-4,-8,11.00,Moderate Risk,0.000,-5,3,9
,,-3.00,Moderate Risk,NF00310,Microsoft Word for Windows 2.0,doc,Textual and Word Processing,-1,-1,0,-2,0,-4,0,0,-1,2,-1,0,1,-1,0,0,1,1,0,2,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,0,0,-1,-2,-1,2,0,0,-1,0,1987,-4,1987,-4,-8,-3.00,Moderate Risk,0.000,-5,3,-5
,X,30.00,Low Risk,NF00311,Microsoft Word for Windows 2007-onwards (OOXML),docx,Textual and Word Processing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,-1,4,1,1,1,2,0,5,2,2,4,1,1,1,1,4,-1,0,1,1,1,-1,2,-1,-1,-1,-2,2006,-4,2016,-2,-6,30.00,Low Risk,0.250,-5,5,30
,,11.00,Moderate Risk,NF00302,Microsoft Word for Windows 6.0 95,doc|dot,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1993,-4,1994,-4,-8,11.00,Moderate Risk,0.000,-5,3,9
,X,13.00,Moderate Risk,NF00303,Microsoft Word for Windows 97-2003,doc|dot,Textual and Word Processing,-1,2,2,-2,2,3,2,2,2,2,-1,7,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,13.00,Moderate Risk,0.003,-5,5,13
,,11.00,Moderate Risk,NF00588,Microsoft Word for Windows 97-2003 Template,dot,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,11.00,Moderate Risk,0.001,-5,5,11
,,30.00,Low Risk,NF00312,Microsoft Word for Windows Macro 2007-onwards (OOXML),docm,Textual and Word Processing,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,-1,1,1,-1,3,1,1,1,2,0,5,2,2,4,1,1,1,1,4,-1,0,1,1,1,-1,2,-1,2,-1,1,2006,-4,2016,-2,-6,30.00,Low Risk,0.000,-5,5,30
,,11.00,Moderate Risk,NF00589,Microsoft Word Macro-enabled Document Template,dotm,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,11.00,Moderate Risk,0.000,-5,5,11
,,11.00,Moderate Risk,NF00590,Microsoft Word Open Office XML Template,dotx,Textual and Word Processing,-1,2,2,-2,2,3,0,2,2,2,-1,5,-1,1,1,-1,1,1,1,3,1,-1,1,-1,-1,-1,2,2,4,1,1,1,1,4,-1,-1,1,1,0,-1,2,-1,2,-1,1,1997,-4,2003,-4,-8,11.00,Moderate Risk,0.000,-5,5,11
,,4.00,Moderate Risk,NF00659,Microsoft Word unspecified version,doc,Textual and Word Processing,-1,2,2,-2,2,3,2,2,2,2,-1,7,-1,0,0,-1,1,1,0,0,1,-1,1,-1,-1,-1,2,2,4,0,0,0,0,0,-1,-1,0,0,-2,-1,2,-1,2,-1,1,,-4,,-4,-8,4.00,Moderate Risk,0.739,-5,3,2
,,-9.00,Moderate Risk,NF00315,Microsoft Works Database for DOS 1.05,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00316,Microsoft Works Database for DOS 1.12,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00317,Microsoft Works Database for DOS 2.0,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00318,Microsoft Works Database for DOS 3,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00319,Microsoft Works Database for DOS 3a,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00320,Microsoft Works Database for DOS 3b,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00321,Microsoft Works Database for Macintosh 3,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00322,Microsoft Works Database for Macintosh 4,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00323,Microsoft Works Database for Windows 2.0,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00324,Microsoft Works Database for Windows 2.0a,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00325,Microsoft Works Database for Windows 2000,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00326,Microsoft Works Database for Windows 3.0,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00327,Microsoft Works Database for Windows 3.0a,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00328,Microsoft Works Database for Windows 3.0b,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00329,Microsoft Works Database for Windows 4,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00330,Microsoft Works Database for Windows 4.0a,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00331,Microsoft Works Database for Windows 4.5,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,-9.00,Moderate Risk,NF00332,Microsoft Works Database for Windows 4.5a,wdb,Databases,-1,-1,-1,0,0,-3,0,0,-1,-1,-1,-3,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,-8,-9.00,Moderate Risk,0.000,-5,-3,-17
,,16.00,Moderate Risk,NF00292,Microsoft XML Paper Specification 1.0,xps,Presentation and Publishing,-1,2,-1,2,2,4,0,0,2,2,-1,3,1,1,1,1,1,1,0,6,0,0,0,0,0,0,2,2,4,1,-2,1,1,1,-1,1,1,1,2,0,2,0,0,0,2,2006,-4,2009,-2,-6,16.00,Moderate Risk,0.000,-5,-3,8
,,-1.00,Moderate Risk,NF00333,Microstation CAD Drawing 95,dgn,Digital Design and Vector Graphics,-1,-1,2,0,2,2,2,2,2,0,-1,5,-1,1,-1,-1,1,1,-1,-1,1,1,0,0,0,2,2,0,2,-2,-2,1,-2,-5,0,0,0,0,0,0,2,0,0,0,2,1995,-4,,-4,-8,-1.00,Moderate Risk,0.000,-5,3,-3
,,20.00,Moderate Risk,NF00593,MOBI ebook,mobi|prc,Presentation and Publishing,2,2,2,-2,2,6,0,2,-1,2,-1,2,1,1,1,1,1,0,0,5,1,1,1,2,2,7,2,2,4,1,1,1,-2,1,1,0,0,1,2,0,0,-1,-1,-1,-3,2000,-4,2020,0,-4,20.00,Moderate Risk,0.000,-5,5,20
,,22.00,Moderate Risk,NF00597,MPEG Audio Layer 2,mp2,Digital Audio,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,2,2,2,2,2,10,1995,-4,2015,-2,-6,22.00,Moderate Risk,0.000,-5,3,20
,,20.00,Moderate Risk,NF00596,MPEG-1 Audio Layer 1,mp1,Digital Audio|Digital Video,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,2,2,2,2,2,10,1993,-4,2005,-4,-8,20.00,Moderate Risk,0.000,-5,3,18
,X,24.00,Low Risk,NF00335,MPEG-1 Audio Layer 3,mp3|x-mp3|mpeg3|mpeg|x-mpeg3|mpg|x-mpg|x-mpegaudio,Digital Audio,2,2,2,2,2,10,2,2,2,2,-1,7,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,2,2,2,2,2,10,1993,-4,2008,-2,-6,24.00,Low Risk,0.003,-5,3,22
,,30.00,Low Risk,NF00336,MPEG-1 Program Stream,mpg|mpeg|mp1|mp2|mp3|m1v|m1a|m2a|mpa|mpv,Digital Video,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,-1,-1,-1,-1,-1,1,1,2,2,5,2,2,4,1,1,1,1,4,1,1,1,1,4,-1,2,2,2,2,7,1992,-4,2007,-4,-8,30.00,Low Risk,0.000,-5,5,30
,,-8.00,Low Risk,NF00778,MPEG-2 Program Stream,m2p|mpg|mpeg,Digital Video,2,2,2,2,2,10,0,2,2,2,2,8,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,1,1,1,-2,0,1,0,1,1,0,2,2,0,-1,-1,2,1994,-4,2019,0,-4,28.00,Low Risk,0.000,-5,5,28
,X,26.00,Low Risk,NF00337,MPEG-2 Video,mpg|mpeg|mpeg2|mpv|mp2t|mp1s|mp2p|x-mpg|x-pn-mpg|x-mpeg|x-mpeg2a,Digital Video,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,-1,-1,-2,-1,2,-1,-1,-1,-2,1994,-4,2012,-2,-6,26.00,Low Risk,0.004,-5,5,26
,X,34.00,Low Risk,NF00595,MPEG-4 Advanced Video Coding (H.264),mp4|mpa,Digital Video,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,-1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,1,4,-1,2,2,2,2,7,1998,-4,2014,-2,-6,34.00,Low Risk,0.002,-5,5,34
,,30.00,Low Risk,NF00107,"MPEG-4 File Format, V.2, with Advanced Audio Coding",aac,Digital Audio,2,2,2,2,2,10,0,0,2,2,2,6,-1,1,1,1,1,-1,-1,1,-1,1,-1,2,2,3,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,-1,-1,2,4,2001,-4,2009,-2,-6,30.00,Low Risk,0.000,-5,3,28
,X,29.00,Low Risk,NF00339,MPEG-4 Media File,mp4|mpa,Digital Video,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,1,1,1,-2,1,-1,1,1,1,2,-1,2,-1,-1,-1,-2,2003,-4,2020,0,-4,29.00,Low Risk,0.000,-5,5,29
,,3.00,Moderate Risk,NF00813,Multiresolution Seamless Image Database (MrSID),sid,Digital Still Image|Geospatial,-1,-1,2,-2,-1,-3,0,0,2,2,-1,3,-1,-1,0,-1,1,-1,-1,-4,-1,0,-1,-1,2,-1,2,2,4,1,1,1,1,4,-1,1,-1,-1,-2,2,2,2,2,0,8,1992,-4,2009,-2,-6,3.00,Moderate Risk,0.000,-5,3,1
,,24.00,Low Risk,NF00340,MySQL Form Definition,frm,Databases,2,2,2,-2,0,4,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,0,1,1,0,0,2,2,2,4,1,1,-2,-2,-2,1,1,1,1,4,0,2,0,2,0,4,1995,-4,2019,0,-4,24.00,Low Risk,0.001,-5,-5,14
,,36.00,Low Risk,NF00598,MySQL InnoDB Database,ibd,Databases,2,2,2,-2,2,6,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,0,1,1,2,2,6,2,2,4,1,1,-2,2,2,1,1,1,1,4,-1,2,-1,2,2,4,2010,-2,2020,0,-2,36.00,Low Risk,0.000,-5,-3,28
,,32.00,Low Risk,NF00599,MySQL MyISAM Database,myd|myi,Databases,2,2,2,-2,2,6,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,0,1,1,2,2,6,2,2,4,1,1,-2,2,2,1,1,1,1,4,-1,2,-1,2,2,4,1995,-4,2010,-2,-6,32.00,Low Risk,0.000,-5,-3,24
,,27.00,Low Risk,NF00692,National Imagery Transmission Format 1.0,ntf|nitf,Digital Still Image,2,2,2,-2,2,6,2,0,-1,2,-1,2,1,1,0,1,1,1,1,6,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,0,0,6,1987,-4,1987,-4,-8,27.00,Low Risk,0.000,-5,3,25
,,27.00,Low Risk,NF00693,National Imagery Transmission Format 1.1,ntf|nitf,Digital Still Image,2,2,2,-2,2,6,2,0,-1,2,-1,2,1,1,0,1,1,1,1,6,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,0,0,6,1989,-4,1989,-4,-8,27.00,Low Risk,0.000,-5,3,25
,,27.00,Low Risk,NF00694,National Imagery Transmission Format 2.0,ntf|nitf,Digital Still Image,2,2,2,-2,2,6,2,0,-1,2,-1,2,1,1,0,1,1,1,1,6,1,1,1,0,2,5,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,0,0,6,1992,-4,1994,-4,-8,27.00,Low Risk,0.000,-5,3,25
